helmet, What does the object look like?, The object is typically rounded or oval in shape., Shape:0.8,Egg:0.7,Sphere:0.6,Fruit:, Shape:0.38095238095238093,Egg:0.3333333333333333,Sphere:0.2857142857142857, information_gain: 27.631021115928547, remaining_turns: 4
, housetop, How does the object relate to the building?, The object is on top of the building., Top:0.9,Building:0.8,Cover:0.7,Structure, Top:0.37499999999999994,Building:0.3333333333333333,Cover:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, housetop, I'm going to guess the object is a roof.?, Correct., Roof:1.0,Building:0.9,Cover:0.8,Structure, Roof:0.37037037037037035,Building:0.3333333333333333,Cover:0.2962962962962963, information_gain: 6.884316073067744, remaining_turns: 0
, workstation, What is the general size of the object?, The object is large enough for a person to sit at and work., Large:0.8,Work:0.7,Sit:0.6,Person, Large:0.38095238095238093,Work:0.3333333333333333,Sit:0.2857142857142857, information_gain: 27.631021115928547, remaining_turns: 4
, workstation, What is the object typically used for?, The object is typically used for working., Work:0.9,Desk:0.8,Office:0.7,Study, Work:0.37499999999999994,Desk:0.3333333333333333,Office:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, workstation, What is the object made of?, Metal and plastic., Metal:0.8,Plastic:0.7,Material:0.6,Construction, Metal:0.38095238095238093,Plastic:0.3333333333333333,Material:0.2857142857142857, information_gain: 7.033348047705214, remaining_turns: 2
, workstation, What is the object's purpose in a workplace?, The object's purpose in a workplace is to provide a dedicated area for an individual to perform their job tasks., Workplace:0.9,Area:0.8,Job:0.7,Desk, Workplace:0.37499999999999994,Area:0.3333333333333333,Job:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, bathtub, What is the general size of the object?, It is large enough for a person to lie down in., Large:0.8,Lie:0.7,Sleep:0.6,Person, Large:0.38095238095238093,Lie:0.3333333333333333,Sleep:0.2857142857142857, information_gain: 27.631021115928547, remaining_turns: 4
, bathtub, What is the shape of the object?, The shape of the object is roughly rectangular with rounded edges., Rectangular:0.9,Shape:0.8,Edges:0.7,Rounded, Rectangular:0.37499999999999994,Shape:0.3333333333333333,Edges:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, bathtub, What material is the object made of?, The object is made of porcelain., Porcelain:0.9,Material:0.8,Ceramic:0.7,, Porcelain:0.37499999999999994,Material:0.3333333333333333,Ceramic:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, bathtub, Is the object used for bathing?, Yes., Bathing:0.9,Hygiene:0.8,Clean:0.7,, Bathing:0.37499999999999994,Hygiene:0.3333333333333333,Clean:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, goalpost, What is the general shape of the object?, The general shape of the object is H-shaped., H-shaped:0.9,Shape:0.8,Geometric:0.7,, H-shaped:0.37499999999999994,Shape:0.3333333333333333,Geometric:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 6
, goalpost, What is the size of the object?, It is 23 feet and 4 inches tall and 18 feet and 6 inches wide., Size:0.9,Height:0.8,Width:0.7,Measurement, Size:0.37499999999999994,Height:0.3333333333333333,Width:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 5
, goalpost, What is the material the object is made of?, Metal., Metal:0.9,Material:0.8,Steel:0.7,Iron, Metal:0.37499999999999994,Material:0.3333333333333333,Steel:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 4
, goalpost, What is the object used for?, The object is used for sports., Sports:0.9,Activity:0.8,Competition:0.7,Play, Sports:0.37499999999999994,Activity:0.3333333333333333,Competition:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, goalpost, Is the object used in a team sport?, Yes., Team:0.9,Sport:0.8,Competition:0.7,Play, Team:0.37499999999999994,Sport:0.3333333333333333,Competition:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, goalpost, What sport is the object used for?, The object is used for American football., Football:0.9,Sport:0.8,American:0.7,Play, Football:0.37499999999999994,Sport:0.3333333333333333,American:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, jumpsuit, What is the general shape of the object?, The general shape of the object is like a garment that covers the torso and the legs., Garment:0.9,Torso:0.8,Legs:0.7, Garment:0.37499999999999994,Torso:0.3333333333333333,Legs:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 9
, jumpsuit, What is the object made of?, The object is made of fabric., Fabric:0.9,Textile:0.8,Material:0.7,Cloth, Fabric:0.37499999999999994,Textile:0.3333333333333333,Material:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 8
, jumpsuit, What is the purpose of the object?, The purpose of the object is to be worn as clothing., Clothing:0.9,Wear:0.8,Apparel:0.7,Gar, Clothing:0.37499999999999994,Wear:0.3333333333333333,Apparel:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 7
, jumpsuit, Is the object worn for a specific activity or occasion?, Yes., Specific:0.9,Activity:0.8,Occasion:0.7,Wear, Specific:0.37499999999999994,Activity:0.3333333333333333,Occasion:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 6
, jumpsuit, What is the specific activity or occasion that the object is worn for?, The object is worn for various activities such as work., Work:0.9,Activity:0.8,Occupation:0.7,Wear, Work:0.37499999999999994,Activity:0.3333333333333333,Occupation:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 5
, jumpsuit, What type of work is the object worn for?, The object is worn for various types of work., Work:0.9,Occupation:0.8,Labor:0.7,Employment, Work:0.37499999999999994,Occupation:0.3333333333333333,Labor:0.29166666666666663, information_gain: 0.010965765118242739, remaining_turns: 4
, jumpsuit, Is the object worn for formal or informal work?, Informal., Informal:0.9,Work:0.8,Casual:0.7,Occupation, Informal:0.37499999999999994,Work:0.3333333333333333,Casual:0.29166666666666663, information_gain: 6.4044353574973, remaining_turns: 3
, jumpsuit, My guess is that the object is pants.?, No., Pants:-0.9,Clothing:-0.8,Work:-0.7,Inform, Not Pants:0.37499999999999994,Not Clothing:0.3333333333333333,Not Work:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, jumpsuit, What is the style or design of the object?, The object is designed as one piece of clothing that covers the torso and the legs., One Piece:0.9,Torso:0.8,Legs:0.7, One Piece:0.37499999999999994,Torso:0.3333333333333333,Legs:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, jumpsuit, My guess is that the object is a jumpsuit.?, Correct., Jumpsuit:1.0,Clothing:0.9,One Piece:0.8, Jumpsuit:0.37037037037037035,Clothing:0.3333333333333333,One Piece:0.2962962962962963, information_gain: 6.749098615050392, remaining_turns: 0
, umbrella, What does the object look like?, The object is long., Long:0.9,Length:0.8,Shape:0.7,Size, Long:0.37499999999999994,Length:0.3333333333333333,Shape:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 4
, umbrella, What is the object's texture?, The object's texture is smooth and waterproof., Waterproof:0.9,Smooth:0.8,Texture:0.7,Surface, Waterproof:0.37499999999999994,Smooth:0.3333333333333333,Texture:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, umbrella, What is the object's primary use?, The object's primary use is for protection against the rain., Rain:0.9,Protection:0.8,Weather:0.7,Cover, Rain:0.37499999999999994,Protection:0.3333333333333333,Weather:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, umbrella, What is the object made of?, Fabric and metal., Fabric:0.8,Metal:0.7,Material:0.6,Textile, Fabric:0.38095238095238093,Metal:0.3333333333333333,Material:0.2857142857142857, information_gain: 7.033348047705214, remaining_turns: 1
, umbrella, Is the object a umbrella?, Correct., Umbrella:1.0,Rain:0.9,Protection:0.8,Weather, Umbrella:0.37037037037037035,Rain:0.3333333333333333,Protection:0.2962962962962963, information_gain: 8.252188860287928, remaining_turns: 0
, drum, What is the general shape of the object?, The general shape of the object is cylindrical., Cylindrical:0.9,Shape:0.8,Round:0.7,, Cylindrical:0.37499999999999994,Shape:0.3333333333333333,Round:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 4
, drum, What is the size of the object?, It is about 3 feet tall and 2 feet wide., Size:0.9,Height:0.8,Width:0.7,Measurement, Size:0.37499999999999994,Height:0.3333333333333333,Width:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, drum, What is the object used for?, The object is used for music., Music:0.9,Sound:0.8,Instrument:0.7,Play, Music:0.37499999999999994,Sound:0.3333333333333333,Instrument:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, drum, What material is the object made of?, Wood., Wood:0.9,Material:0.8,Timber:0.7,Construction, Wood:0.37499999999999994,Material:0.3333333333333333,Timber:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, bandage, What is the general size of the object?, The general size of the object is small., Small:0.9,Size:0.8,Compact:0.7,Miniature, Small:0.37499999999999994,Size:0.3333333333333333,Compact:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 5
, bandage, What is the object's primary function?, The object's primary function is to cover and protect a wound., Wound:0.9,Protect:0.8,Cover:0.7,Medical, Wound:0.37499999999999994,Protect:0.3333333333333333,Cover:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 4
, bandage, What is the material the object is made of?, The object is made of cloth or gauze., Cloth:0.9,Gauze:0.8,Material:0.7,, Cloth:0.37499999999999994,Gauze:0.3333333333333333,Material:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, bandage, Is the object used by medical professionals?, Yes., Medical:0.9,Professional:0.8,Doctor:0.7,Nurse, Medical:0.37499999999999994,Professional:0.3333333333333333,Doctor:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, bandage, How is the object secured to the wound?, With adhesive., Adhesive:0.9,Secure:0.8,Attach:0.7,Bond, Adhesive:0.37499999999999994,Secure:0.3333333333333333,Attach:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 1
, bandage, My guess is that the object is a band-aid.?, Correct., Band-Aid:1.0,Wound:0.9,Medical:0.8, Band-Aid:0.37037037037037035,Wound:0.3333333333333333,Medical:0.2962962962962963, information_gain: 9.180405788364244, remaining_turns: 0
, radar, What is the general shape of the object?, The object is generally round., Round:0.9,Circle:0.8,Shape:0.7,Sphere, Round:0.37499999999999994,Circle:0.3333333333333333,Shape:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 6
, radar, What is the object's size?, The object is several meters tall and several meters wide., Size:0.9,Height:0.8,Width:0.7,Measurement, Size:0.37499999999999994,Height:0.3333333333333333,Width:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 5
, radar, What material is the object made of?, Metal and plastic., Metal:0.8,Plastic:0.7,Material:0.6,Construction, Metal:0.38095238095238093,Plastic:0.3333333333333333,Material:0.2857142857142857, information_gain: 7.033348047705214, remaining_turns: 4
, radar, What is the object's purpose?, The object's purpose is to detect and locate objects., Detect:0.9,Locate:0.8,Find:0.7,Object, Detect:0.37499999999999994,Locate:0.3333333333333333,Find:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 3
, radar, Is the object man-made?, Yes., Man-made:0.9,Technology:0.8,Construction:0.7,, Man-made:0.37499999999999994,Technology:0.3333333333333333,Construction:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, radar, What is the object used for in terms of its function?, It is used for detecting and locating objects., Detect:0.9,Locate:0.8,Find:0.7,Object, Detect:0.37499999999999994,Locate:0.3333333333333333,Find:0.29166666666666663, information_gain: 0.22107956709335824, remaining_turns: 1
, radar, My guess is that the object is a radar dish.?, Correct., Radar:1.0,Dish:0.9,Detect:0.8,Locate, Radar:0.37037037037037035,Dish:0.3333333333333333,Detect:0.2962962962962963, information_gain: 6.884316073067744, remaining_turns: 0
, broom, What is the general size of the object?, The object is typically between 4 and 6 feet long., Size:0.9,Length:0.8,Measurement:0.7,Feet, Size:0.37499999999999994,Length:0.3333333333333333,Measurement:0.29166666666666663, information_gain: 27.631021115928547, remaining_turns: 3
, broom, What is the object used for?, The object is used for cleaning., Cleaning:0.9,Hygiene:0.8,Wash:0.7,Pur, Cleaning:0.37499999999999994,Hygiene:0.3333333333333333,Wash:0.29166666666666663, information_gain: 6.949780413313325, remaining_turns: 2
, broom, What material is the object made of?, The object is made of wood and bristles., Wood:0.8,Bristles:0.7,Material:0.6,Construction, Wood:0.38095238095238093,Bristles:0.3333333333333333,Material:0.2857142857142857, information_gain: 7.033348047705214, remaining_turns: 1
, broom, I'm going to take a guess that the object is a broom.?, Correct., Broom:1.0,Cleaning:0.9,Wood:0.8,Brist, Broom:0.37037037037037035,Cleaning:0.3333333333333333,Wood:0.2962962962962963, information_gain: 7.710777917850211, remaining_turns: 0
