secret,turn_index,question,label
artifact,6,Is the object you are thinking of a timepiece?,Category
artifact,7,Does the object you are thinking of have a distinct or unusual smell?,Attribute
artifact,8,Is the object you are thinking of used for entertainment?,Function
artifact,9,Is the object you are thinking of a musical instrument?,Category
artifact,10,Is the object you are thinking of a game?,Category
artifact,11,Is the object you are thinking of used primarily with the hands?,Function
artifact,12,Is the object you are thinking of a puzzle?,Category
artifact,13,Is the object you are thinking of made primarily of plastic?,Attribute
artifact,14,Does the object you are thinking of have a cord or string?,Attribute
artifact,15,Is the object you are thinking of a yo-yo?,Direct
artifact,16,Is the object you are thinking of a toy?,Category
artifact,17,Is the object you are thinking of used for a specific task or function?,Function
artifact,18,Is the object you are thinking of a kitchen gadget?,Category
artifact,19,Does the object you are thinking of require batteries?,Attribute
artifact,20,Is the object you are thinking of a power tool?,Category
artifact,21,Is the object you are thinking of commonly found in most households?,Location
artifact,22,Is the object you are thinking of a remote control?,Direct
artifact,23,Is the object you are thinking of used for personal grooming?,Function
artifact,24,Is the object you are thinking of an electric toothbrush?,Direct
artifact,25,Is the object you are thinking of a hair dryer?,Direct
artifact,26,Is the object you are thinking of an epilator?,Direct
artifact,27,Is the object you are thinking of a shaver?,Direct
artifact,28,Is the object you are thinking of a trimmer?,Direct
artifact,29,Is the object you are thinking of nail clippers?,Direct
artifact,30,Is the object you are thinking of a razor?,Direct
artifact,31,Is the object you are thinking of tweezers?,Direct
artifact,32,Is the object you are thinking of a hairbrush?,Direct
artifact,33,Is the object you are thinking of a comb?,Direct
artifact,34,Is the object you are thinking of a flosser?,Direct
artifact,35,Is the object you are thinking of a dental pick?,Direct
artifact,36,Is the object you are thinking of a loofah?,Direct
artifact,37,Is the object you are thinking of a brush used for applying cosmetics?,Function
artifact,38,Is the object you are thinking of a mirror?,Direct
artifact,39,Does the object you are thinking of have bristles?,Attribute
artifact,40,Is the object you are thinking of a toothbrush?,Direct
artifact,41,Is the object you are thinking of a hairbrush with bristles?,Attribute
artifact,42,Is the object you are thinking of a makeup brush?,Category
artifact,43,Is the object you are thinking of an exfoliating brush?,Direct
artifact,44,Is the object you are thinking of a callus remover?,Direct
artifact,45,Is the object you are thinking of a foot file?,Direct
artifact,46,Is the object you are thinking of a pumice stone?,Direct
artifact,47,Does the object you are thinking of have soft bristles?,Attribute
artifact,48,Does the object you are thinking of have stiff bristles?,Attribute
artifact,49,Is the object you are thinking of used for cleaning a specific area of the body?,Function
artifact,50,Is the object you are thinking of used for cleaning the face?,Function
ashcan,1,Is the object you are thinking of something that can be held in your hand?,Attribute
ashcan,2,Is the object man-made?,Category
ashcan,3,Does the object have buttons or controls?,Attribute
ashcan,4,Is the object used for entertainment?,Function
ashcan,5,Is the object related to food or drink in any way?,Category
ashcan,6,Is the object made primarily of plastic?,Attribute
ashcan,7,Is the object used for personal grooming or hygiene?,Function
ashcan,8,Does the object have a distinct or unusual shape?,Attribute
ashcan,9,Is the object commonly found in most households?,Location
ashcan,10,I'm going to take a guess that the object is a plastic container.?,Direct
ashcan,11,Is the object used for a specific task or function?,Function
ashcan,12,Is the object related to cleaning in any way?,Function
ashcan,13,I'm going to take a guess that the object is a toilet brush.?,Direct
ashcan,14,Does the object have a handle or grip?,Attribute
ashcan,15,Is the object used to clean surfaces?,Function
ashcan,16,Is the object used to clean floors?,Function
ashcan,17,I'm going to take a guess that the object is a dustpan.?,Direct
ashcan,18,Is the object used to clean small areas or crevices?,Function
ashcan,19,Is the object used with water?,Function
ashcan,20,Is the object used to clean clothing or fabrics?,Function
ashcan,21,I'm going to take a guess that the object is a sponge.?,Direct
ashcan,22,Does the object have holes or a mesh material?,Attribute
ashcan,23,I'm going to take a guess that the object is a plastic mesh scrubber.?,Direct
ashcan,24,Is the object used to clean or wipe down something that is typically found indoors?,Function
ashcan,25,I'm going to take a guess that the object is a plastic duster.?,Direct
ashcan,26,Does the object have a long handle?,Attribute
ashcan,27,I'm going to take a guess that the object is a feather duster.?,Direct
ashcan,28,Is the object used to clean windows?,Function
